fertilizer_input_id,result_id,result_id_parent,fertilizer_input_uid,entity_system_id,fertilizer_type,n_ammonium,n_nitrate,n_urea,n_total,p_content,uom_p,k_content,uom_k,total_ingredients,application_rate,uom_application_rate,fertilizer_unit,application_method,manufactured_in,fa_name,country,business_name,date_created,date_synched,data_versioning,last_modified_by,last_updated,entity_id
976,1470002575935449736,1470002575935449429,G8yUyv93fMc,L-10004-75-10-0617-775,Compose your own NPK,0.0,0.0,20.0,20.0,10.0,p2o5,10.0,K2O,40.0,700.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 17:10:28,2024-07-08 17:10:28,,YEN NGUYEN,2024-11-29 06:21:50,41
977,1470002575942469166,1470002575936993418,KVUxDKG24eM,L-10004-75-10-0617-404,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,777.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 16:36:48,2024-07-15 16:36:48,0.0,YEN NGUYEN,2024-11-29 06:25:15,299
978,1470002575942469402,1470002575936993418,IcgHvcI84ZU,L-10004-75-10-0617-404,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 16:36:49,2024-07-15 16:36:49,0.0,YEN NGUYEN,2024-11-29 06:25:15,299
979,1470002575942469638,1470002575936993418,T7Y4tRpOO4V,L-10004-75-10-0617-404,Compose your own NPK,0.0,0.0,17.0,17.0,6.0,p2o5,17.0,K2O,40.0,611.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 16:36:49,2024-07-15 16:36:49,0.0,YEN NGUYEN,2024-11-29 06:25:15,299
980,1470002575948292555,1470002575948290430,DyPKd8HHq4p,L-10004-75-10-0617-979,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-19 08:50:03,2024-10-22 10:06:08,4.0,YEN NGUYEN,2024-11-29 06:32:58,248
981,1470002575948291591,1470002575948290430,ZEJCsHgEdDH,L-10004-75-10-0617-979,Compose your own NPK,46.0,0.0,0.0,46.0,0.0,p2o5,0.0,K2O,46.0,233.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-19 08:49:46,2024-07-19 08:49:46,,YEN NGUYEN,2024-11-29 06:32:58,248
982,1470002575939451778,1470002575939451322,Ew4bPvRXE1X,L-10004-75-10-0617-2928,Compose your own NPK,0.0,16.0,16.0,32.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:08:03,2024-10-18 12:34:35,3.0,YEN NGUYEN,2024-11-29 06:26:13,286
983,1470002575939452462,1470002575939451322,iczGqeADEvE,L-10004-75-10-0617-2928,Compose your own NPK,0.0,16.0,16.0,32.0,16.0,p2o5,16.0,K2O,48.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:08:05,2024-10-18 12:34:37,3.0,YEN NGUYEN,2024-11-29 06:26:13,286
984,1470002575942387862,1470002575942387190,exPUjKo93jc,L-10004-75-10-0617-4106,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 15:29:27,2024-07-15 15:29:27,,YEN NGUYEN,2024-11-29 06:12:17,204
985,1470002575942388090,1470002575942387190,QcOGSOcqAcD,L-10004-75-10-0617-4106,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 15:29:28,2024-07-15 15:29:28,,YEN NGUYEN,2024-11-29 06:12:17,204
986,1470002575939514060,1470002575939512922,sl9WBlWs2Jo,L-10004-75-10-0617-030,Cattle manure - 0.6% N,,,,,,,,,,12000.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:49:58,2024-07-11 16:49:58,,YEN NGUYEN,2024-11-29 06:17:36,186
987,1470002575939513915,1470002575939512922,TEnXMdiQLgj,L-10004-75-10-0617-030,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:49:58,2024-10-21 21:23:36,4.0,YEN NGUYEN,2024-11-29 06:17:36,186
988,1470002575939513685,1470002575939512922,uyOYc1CXDOJ,L-10004-75-10-0617-030,Compose your own NPK,0.0,0.0,15.0,15.0,5.0,p2o5,17.0,K2O,37.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:49:58,2024-07-11 16:49:58,,YEN NGUYEN,2024-11-29 06:17:36,186
989,1470002575939513457,1470002575939512922,zc3X6BGkDAq,L-10004-75-10-0617-030,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:49:57,2024-07-11 16:49:57,,YEN NGUYEN,2024-11-29 06:17:36,186
990,1470002575939513229,1470002575939512922,R06THaznLFv,L-10004-75-10-0617-030,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1250.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 16:49:57,2024-11-11 08:28:47,4.0,YEN NGUYEN,2024-11-29 06:17:36,186
991,1470002575961763972,1470002575937622099,ztRenPSwaW5,L-10004-75-10-0617-260,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 13:16:24,2024-07-30 13:16:24,0.0,YEN NGUYEN,2024-11-29 06:15:50,258
992,1470002575961763734,1470002575937622099,abUihxSpxEi,L-10004-75-10-0617-260,Compose your own NPK,0.0,0.0,22.0,22.0,6.0,p2o5,4.0,K2O,32.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 13:16:24,2024-07-30 13:16:24,0.0,YEN NGUYEN,2024-11-29 06:15:50,258
993,1470002575961763496,1470002575937622099,d8Vw6MzbyIu,L-10004-75-10-0617-260,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,625.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 13:16:23,2024-11-13 08:15:14,1.0,YEN NGUYEN,2024-11-29 06:15:50,258
994,1470002575935407391,1470002575935406848,BGZHmpSP4fJ,L-10004-75-10-0617-132,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,250.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 16:20:46,2024-07-08 16:20:46,,YEN NGUYEN,2024-11-29 06:33:45,179
995,1470002575935407621,1470002575935406848,LNiP7FrFWsE,L-10004-75-10-0617-132,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,250.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 16:20:47,2024-07-08 16:20:47,,YEN NGUYEN,2024-11-29 06:33:45,179
996,1470002575935408080,1470002575935406848,igsyEXjEHnC,L-10004-75-10-0617-132,Compose your own NPK,0.0,0.0,19.0,19.0,5.0,p2o5,20.0,K2O,44.0,250.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 16:20:47,2024-07-08 16:20:47,,YEN NGUYEN,2024-11-29 06:33:45,179
997,1470002575935408455,1470002575935406848,UHMRSX7oUux,L-10004-75-10-0617-132,Cattle manure - 0.6% N,,,,,,,,,,3600.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-08 16:20:48,2024-07-08 16:20:48,,YEN NGUYEN,2024-11-29 06:33:45,179
998,1470002575942269112,1470002575936990157,yYngxNufhP8,L-10004-75-10-0617-307,Compost (zero emissions) - 1% N,,,,,,,,,,750.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 14:07:09,2024-10-18 07:28:15,6.0,YEN NGUYEN,2024-11-29 06:19:21,128
999,1470002575942268731,1470002575936990157,X8Ug7mRAMNu,L-10004-75-10-0617-307,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,238.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 14:06:53,2024-10-18 07:28:14,6.0,YEN NGUYEN,2024-11-29 06:19:21,128
1000,1470002575942268202,1470002575936990157,Bf7RKy3ykIw,L-10004-75-10-0617-307,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,238.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-15 14:06:36,2024-10-18 07:28:14,6.0,YEN NGUYEN,2024-11-29 06:19:21,128
1001,1470002575961818930,1470002575936990789,xOtdH4n4XqE,L-10004-75-10-0617-323,Pig manure - 0.7% N,,,,,,,,,,6000.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:10:01,2024-10-17 09:27:12,1.0,YEN NGUYEN,2024-11-29 06:11:35,130
1002,1470002575961818536,1470002575936990789,MVXsC2X4S0w,L-10004-75-10-0617-323,Compose your own NPK,0.0,0.0,15.0,15.0,15.0,p2o5,15.0,K2O,45.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:09:46,2024-07-30 14:09:46,0.0,YEN NGUYEN,2024-11-29 06:11:35,130
1003,1470002575947979801,1470002575936992463,HSchsGmze4B,L-10004-75-10-0617-337,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-19 07:03:35,2024-07-19 07:03:35,0.0,YEN NGUYEN,2024-11-29 06:13:14,129
1004,1470002575947979311,1470002575936992463,NXNTN0oo8DV,L-10004-75-10-0617-337,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-19 07:03:35,2024-07-19 07:03:35,0.0,YEN NGUYEN,2024-11-29 06:13:14,129
1005,1470002575947979066,1470002575936992463,G1eOq7iO8IQ,L-10004-75-10-0617-337,Compose your own NPK,0.0,0.0,20.0,20.0,10.0,p2o5,15.0,K2O,45.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-19 07:03:34,2024-07-19 07:03:34,0.0,YEN NGUYEN,2024-11-29 06:13:14,129
1006,1470002575941258880,1470002575941257068,W8bX9L1EQbA,L-10004-75-10-0617-351,Compost (zero emissions) - 1% N,,,,,,,,,,700.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-13 15:17:07,2024-10-18 12:18:43,1.0,YEN NGUYEN,2024-11-29 06:48:19,178
1007,1470002575941259564,1470002575941257068,sOmTa58UzBW,L-10004-75-10-0617-351,Compose your own NPK,21.0,0.0,0.0,21.0,0.0,p2o5,0.0,K2O,21.0,100.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-13 15:17:33,2024-07-13 15:17:33,,YEN NGUYEN,2024-11-29 06:48:19,178
1008,1470002575961909030,1470002575961907647,MYp8pwJYRpC,L-10004-75-10-0617-1427,Cattle manure - 0.6% N,,,,,,,,,,6250.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:52:32,2024-07-30 14:52:32,,YEN NGUYEN,2024-11-29 06:20:15,96
1009,1470002575961908883,1470002575961907647,AYWwsVBgA7F,L-10004-75-10-0617-1427,Compose your own NPK,0.0,0.0,20.0,20.0,20.0,p2o5,15.0,K2O,55.0,125.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:52:32,2024-07-30 14:52:32,,YEN NGUYEN,2024-11-29 06:20:15,96
1010,1470002575961908653,1470002575961907647,o4MajP1oybZ,L-10004-75-10-0617-1427,Compose your own NPK,0.0,0.0,20.0,20.0,20.0,p2o5,15.0,K2O,55.0,125.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:52:31,2024-07-30 14:52:31,,YEN NGUYEN,2024-11-29 06:20:15,96
1011,1470002575961908193,1470002575961907647,ZzBIDLhZrIn,L-10004-75-10-0617-1427,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,46.0,625.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:52:31,2024-07-30 14:52:31,,YEN NGUYEN,2024-11-29 06:20:15,96
1012,1470002575961907961,1470002575961907647,UWv83xHWjZT,L-10004-75-10-0617-1427,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,625.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-30 14:52:30,2024-11-12 09:18:21,1.0,YEN NGUYEN,2024-11-29 06:20:15,96
1013,1470002575939316172,1470002575939314769,zeB7w4NR0Zt,L-10004-75-10-0617-1952,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,375.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 14:33:52,2024-07-11 14:33:52,,YEN NGUYEN,2024-11-29 06:15:38,251
1014,1470002575939316817,1470002575939314769,hMRKpu4qjzj,L-10004-75-10-0617-1952,Compost (zero emissions) - 1% N,,,,,,,,,,437.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 14:33:53,2024-07-11 14:33:53,,YEN NGUYEN,2024-11-29 06:15:38,251
1015,1470002575939317153,1470002575939314769,mSBGT5nIGcf,L-10004-75-10-0617-1952,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,16.0,K2O,48.0,375.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 14:33:53,2024-07-11 14:33:53,,YEN NGUYEN,2024-11-29 06:15:38,251
1016,1470002575938311349,1470002575936992152,wL6SObt5UV1,L-10004-75-10-0617-3691,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,600.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-10 17:09:38,2024-10-18 07:49:03,1.0,YEN NGUYEN,2024-11-29 06:20:23,77
1017,1470002575939908869,1470002575939908889,wgMF6JLN2AS,L-10004-75-10-0617-4398,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,650.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 23:44:19,2024-10-18 09:32:20,1.0,YEN NGUYEN,2024-11-29 06:20:36,247
1018,1470002575939907723,1470002575939908889,TsUwDdY043n,L-10004-75-10-0617-4398,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,600.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-07-11 23:44:11,2024-10-18 09:32:16,1.0,YEN NGUYEN,2024-11-29 06:20:36,247
1019,1470157558592611552,1470157558592062939,RWgSwV4U3Rh,CA0422030,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,1316.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:43,2024-12-05 01:34:05,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1020,1470157558592611782,1470157558592062939,JylEwnZ0mHD,CA0422030,Compose your own NPK,0.0,0.0,15.0,15.0,15.0,p2o5,15.0,K2O,45.0,789.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:43,2024-12-02 12:04:55,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1021,1470157558592612012,1470157558592062939,AkmUHfED89V,CA0422030,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,789.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:44,2024-12-02 12:04:56,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1022,1470157558592612242,1470157558592062939,qfoIXzk2Q0Z,CA0422030,Compose your own NPK,0.0,0.0,0.0,0.0,0.0,p2o5,60.0,K2O,60.0,263.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:44,2024-12-02 12:04:57,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1023,1470157558592612702,1470157558592062939,d0qlGoKPL9a,CA0422030,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,46.0,263.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:45,2024-12-02 12:04:58,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1024,1470157558592612932,1470157558592062939,HLiPAxO6ist,CA0422030,Compose your own NPK,0.0,0.0,18.0,18.0,6.0,p2o5,18.0,K2O,42.0,789.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:45,2024-12-02 12:04:58,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1025,1470157558592613079,1470157558592062939,WkGZFeusu5h,CA0422030,Compost (zero emissions) - 1% N,,,,,,,,,,1053.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:01:46,2024-12-02 12:04:59,0.4,YEN NGUYEN,2025-01-09 08:38:42,121
1026,1470157558592658241,1470157558591906404,T0n3QR9Jp3n,CA0422034,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,735.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:32:11,2024-11-20 16:32:11,,YEN NGUYEN,2025-01-09 08:40:08,73
1027,1470157558592658007,1470157558591906404,AncWIErXJoK,CA0422034,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,735.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 16:32:10,2024-11-20 16:32:10,,YEN NGUYEN,2025-01-09 08:40:08,73
1028,1470157558592690935,1470157558591962442,UWbzeliO0w8,CA1023010,Compose your own NPK,0.0,0.0,46.0,46.0,0.0,p2o5,0.0,K2O,46.0,150.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 17:02:54,2024-12-05 02:40:19,0.3,YEN NGUYEN,2025-01-09 08:39:46,207
1029,1470157558592690245,1470157558591962442,vzDE1HhVYLC,CA1023010,Broiler/Turkey litter - 3% N,,,,,,,,,,7800.0,kg / ha,product,Apply in solution,,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 17:02:28,2024-12-05 02:39:53,0.3,YEN NGUYEN,2025-01-09 08:39:46,207
1030,1470157558589726770,1470157558588976067,F7kXuy895Jw,DL0122098,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,980.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 17:18:40,2024-11-18 17:18:40,,YEN NGUYEN,2025-01-09 08:39:12,122
1031,1470157558589727000,1470157558588976067,cPkJyoYzidR,DL0122098,Compose your own NPK,0.0,0.0,20.0,20.0,5.0,p2o5,6.0,K2O,31.0,490.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 17:18:40,2024-11-18 17:18:40,,YEN NGUYEN,2025-01-09 08:39:12,122
1032,1470157558589727460,1470157558588976067,zNYBQxYuCPc,DL0122098,Compose your own NPK,0.0,0.0,15.0,15.0,15.0,p2o5,15.0,K2O,45.0,490.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 17:18:41,2024-11-18 17:18:41,,YEN NGUYEN,2025-01-09 08:39:12,122
1033,1470157558589727690,1470157558588976067,Wb1gIKwdRuc,DL0122098,Compose your own NPK,0.0,0.0,19.0,19.0,9.0,p2o5,19.0,K2O,47.0,490.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 17:18:41,2024-11-18 17:18:41,,YEN NGUYEN,2025-01-09 08:39:12,122
1034,1470157558589599812,1470157558589147658,kS4CkZ2TJng,DL0122105,Urea - 46% N,,,,,,,,,,179.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 15:47:00,2024-11-22 05:09:35,9.0,YEN NGUYEN,2025-01-09 08:38:29,172
1035,1470157558589599018,1470157558589147658,iRYJZbaTzrd,DL0122105,Compost (zero emissions) - 1% N,,,,,,,,,,1071.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-18 15:46:33,2024-11-18 15:46:33,,YEN NGUYEN,2025-01-09 08:38:29,172
1036,1470157558593109656,1470157558593108135,WxwauE4zz99,DL0722119,Cattle manure - 0.6% N,,,,,,,,,,17895.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:51,2024-12-02 12:14:01,0.0,YEN NGUYEN,2025-01-09 08:39:29,292
1037,1470157558593109362,1470157558593108135,nXMQe7HjuHz,DL0722119,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,1053.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:50,2024-12-02 12:14:01,0.0,YEN NGUYEN,2025-01-09 08:39:29,292
1038,1470157558593109132,1470157558593108135,fZvzPgLUyuT,DL0722119,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,1053.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:50,2024-12-02 12:14:00,0.0,YEN NGUYEN,2025-01-09 08:39:29,292
1039,1470157558593108755,1470157558593108135,URCnfVtFbId,DL0722119,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,526.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-20 23:08:49,2024-11-20 23:08:49,,YEN NGUYEN,2025-01-09 08:39:29,292
1040,1470157558593162750,1470157558592200560,t8MmjwRibdU,CA1023096,Broiler/Turkey litter - 3% N,,,,,,,,,,14118.0,kg / ha,product,Broadcast,,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:04:17,2024-12-03 02:08:29,0.1,YEN NGUYEN,2025-01-09 08:39:20,200
1041,1470157558593162143,1470157558592200560,QBDojQBZn06,CA1023096,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,588.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-21 00:04:15,2024-12-03 02:08:28,0.1,YEN NGUYEN,2025-01-09 08:39:20,200
1042,1470157558590987834,1470157558590388463,vgoqGuPuWZI,DL0522036,Compose your own NPK,0.0,0.0,20.0,20.0,5.0,p2o5,5.0,K2O,30.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 16:19:01,2024-11-19 16:19:01,,YEN NGUYEN,2025-01-09 08:39:55,12
1043,1470157558590988065,1470157558590388463,Z4X8qdtaDgm,DL0522036,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,666.0,kg / ha,product,Apply in solution,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 16:19:01,2024-11-19 16:19:01,,YEN NGUYEN,2025-01-09 08:39:55,12
1044,1470157558590988295,1470157558590388463,ekk5swtxKcy,DL0522036,Compose your own NPK,0.0,0.0,17.0,17.0,7.0,p2o5,17.0,K2O,41.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,YEN NGUYEN,Vietnam,Nescafe,2024-11-19 16:19:02,2024-11-19 16:19:02,,YEN NGUYEN,2025-01-09 08:39:55,12
1045,1470157558591756926,1470157558591742851,WDpLv0AYUU9,CA0522046,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,172.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 23:02:01,2024-12-02 11:45:26,0.3,TIEN PHAM,2025-01-09 08:39:25,116
1046,1470157558591757156,1470157558591742851,FmcRFfnhO72,CA0522046,Compose your own NPK,0.0,0.0,16.0,16.0,16.0,p2o5,8.0,K2O,40.0,172.0,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 23:02:01,2024-12-02 11:45:25,0.3,TIEN PHAM,2025-01-09 08:39:25,116
1047,1470157558590483041,1470157558590481248,jtinRWukubD,DL0322016,Compose your own NPK,0.0,0.0,16.0,16.0,8.0,p2o5,16.0,K2O,40.0,274.5,kg / ha,product,Broadcast,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:19,2024-11-22 18:50:01,0.0,TIEN PHAM,2025-01-09 08:40:04,64
1048,1470157558590482351,1470157558590481248,SgFR7DwMXKO,DL0322016,Cattle manure - 0.6% N,,,,,,,,,,1803.0,kg / ha,product,Broadcast,,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:18,2024-11-22 18:50:00,0.0,TIEN PHAM,2025-01-09 08:40:04,64
1049,1470157558590482204,1470157558590481248,UeOhdJf9NWL,DL0322016,Compose your own NPK,0.0,0.0,20.0,20.0,10.0,p2o5,10.0,K2O,36.0,196.0,kg / ha,product,Apply in solution,SE Asia 2014,TIEN PHAM,Vietnam,Nescafe,2024-11-19 07:07:18,2024-11-22 18:50:00,0.0,TIEN PHAM,2025-01-09 08:40:04,64
