fertilizer_input_id,result_id,result_id_parent,fertilizer_input_uid,entity_system_id,fertilizer_type,n_ammonium,n_nitrate,n_urea,n_total,p_content,uom_p,k_content,uom_k,total_ingredients,application_rate,uom_application_rate,fertilizer_unit,application_method,manufactured_in,fa_name,country,business_name,date_created,date_synched,data_versioning,last_modified_by,last_updated,entity_id
1482,1470002575949929510,1470002575940145406,a5w7AlbWLWp,10004-75-6-GL-T3-TH-CPR-0998,Compose your own NPK,0.0,16.0,0.0,16.0,8.0,p2o5,16.0,K2O,40.0,476.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-20 09:50:18,2024-10-18 02:39:54,1.0,TUYEN HUYNH,2024-11-29 06:22:06,322
1483,1470002575953212208,1470002575944752540,FsppElpZCyh,GL-TT-CPR-4502,Compose your own NPK,0.0,16.0,0.0,16.0,8.0,p2o5,16.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-23 13:21:46,2024-07-23 13:21:46,,TUYEN HUYNH,2024-11-29 06:21:46,114
1484,1470002575953211748,1470002575944752540,ZiT9v5qN1wI,GL-TT-CPR-4502,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-23 13:21:45,2024-07-23 13:21:45,,TUYEN HUYNH,2024-11-29 06:21:46,114
1485,1470002575951481064,1470002575940108894,b7FqGm671Wr,GL-TT-CPR-4646,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,300.0,kg / ha,product,Broadcast,Europe 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-22 11:42:41,2024-07-22 11:42:41,,TUYEN HUYNH,2024-11-29 06:27:18,34
1486,1470002575951479820,1470002575940108894,x6LlM5x7eMX,GL-TT-CPR-4646,Cattle manure - 0.6% N,,,,,,,,,,1500.0,kg / ha,product,Incorporate,,TUYEN HUYNH,Vietnam,Nescafe,2024-07-22 11:42:07,2024-07-22 11:42:07,,TUYEN HUYNH,2024-11-29 06:27:18,34
1487,1470002575950602839,1470002575944658198,oyvLdkPMJFR,10004-75-6-GL-IAM-BC-CPR-0919,Compose your own NPK,0.0,17.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,555.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 11:09:51,2024-10-17 11:19:56,1.0,TUYEN HUYNH,2024-11-29 06:33:50,180
1488,1470002575950601964,1470002575944658198,adJaHDbajIw,10004-75-6-GL-IAM-BC-CPR-0919,Compose your own NPK,0.0,17.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,666.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 11:09:42,2024-10-17 11:19:56,1.0,TUYEN HUYNH,2024-11-29 06:33:50,180
1489,1470002575950581879,1470002575940049997,DNp8dqauC3c,GL-IAM-BC-CPR-1293,Compose your own NPK,0.0,17.0,0.0,17.0,9.0,p2o5,19.0,K2O,45.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 10:34:46,2024-07-21 10:34:46,,TUYEN HUYNH,2024-11-29 06:12:09,217
1490,1470002575950581419,1470002575940049997,TrfNBaVJGfN,GL-IAM-BC-CPR-1293,Compose your own NPK,0.0,17.0,0.0,17.0,17.0,p2o5,6.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 10:34:45,2024-07-21 10:34:45,,TUYEN HUYNH,2024-11-29 06:12:09,217
1491,1470002575950072080,1470002575936658390,bKCaTdmnzJg,GL-TB-TG-CPR-2803,Cattle manure - 0.6% N,,,,,,,,,,2500.0,kg / ha,product,Incorporate,,TUYEN HUYNH,Vietnam,Nescafe,2024-07-20 14:58:27,2024-07-20 14:58:27,,TUYEN HUYNH,2024-11-29 06:11:31,75
1492,1470002575950072890,1470002575936658390,HjpavuLgjV7,GL-TB-TG-CPR-2803,Compose your own NPK,0.0,16.0,0.0,16.0,10.0,p2o5,6.0,K2O,32.0,550.0,kg / ha,product,Apply in solution,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-20 14:58:29,2024-07-20 14:58:29,,TUYEN HUYNH,2024-11-29 06:11:31,75
1493,1470002575950073118,1470002575936658390,gL0YzC5yvxR,GL-TB-TG-CPR-2803,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,550.0,kg / ha,product,Apply in solution,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-20 14:58:29,2024-07-20 14:58:29,,TUYEN HUYNH,2024-11-29 06:11:31,75
1494,1470002575950567002,1470002575940186633,ElmqEmN2YE4,GL-T5-TH-CPR-1553,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 09:41:11,2024-07-21 09:41:11,,TUYEN HUYNH,2024-11-29 06:48:34,181
1495,1470002575950566772,1470002575940186633,MCpECeEETrE,GL-T5-TH-CPR-1553,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 09:41:02,2024-07-21 09:41:02,,TUYEN HUYNH,2024-11-29 06:48:34,181
1496,1470002575950566542,1470002575940186633,BTlYH15uelA,GL-T5-TH-CPR-1553,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,500.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 09:40:54,2024-07-21 09:40:54,,TUYEN HUYNH,2024-11-29 06:48:34,181
1497,1470002575950566082,1470002575940186633,PoUsLQWFWCI,GL-T5-TH-CPR-1553,Cattle manure - 0.6% N,,,,,,,,,,6667.0,kg / ha,product,Incorporate,,TUYEN HUYNH,Vietnam,Nescafe,2024-07-21 09:40:36,2024-10-21 07:11:41,1.0,TUYEN HUYNH,2024-11-29 06:48:34,181
1498,1470002575949965667,1470002575937539867,vGf8yglV83T,10004-75-6-GL-TH-BC-CPR-0452,Compose your own NPK,0.0,16.0,0.0,16.0,8.0,p2o5,17.0,K2O,41.0,750.0,kg / ha,product,Broadcast,SE Asia 2014,TUYEN HUYNH,Vietnam,Nescafe,2024-07-20 10:36:43,2024-11-11 05:59:18,1.0,TUYEN HUYNH,2024-11-29 06:17:19,94
1499,1470002575949494931,1470002575940929507,oFLmayUpMrG,10004-75-07-GL-VY-IAY-IAG-0772,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,350.0,kg / ha,product,Broadcast,SE Asia 2014,MAI NGUYEN,Vietnam,Nescafe,2024-07-20 00:30:16,2024-10-22 15:55:48,1.0,MAI NGUYEN,2024-11-29 06:31:39,235
1500,1470002575949495459,1470002575940929507,YoPMNTxEI3I,10004-75-07-GL-VY-IAY-IAG-0772,Compose your own NPK,0.0,16.0,0.0,16.0,7.0,p2o5,17.0,K2O,40.0,300.0,kg / ha,product,Broadcast,SE Asia 2014,MAI NGUYEN,Vietnam,Nescafe,2024-07-20 00:30:17,2024-10-22 15:56:04,1.0,MAI NGUYEN,2024-11-29 06:31:39,235
1501,1470002575949495605,1470002575940929507,Srbg6QwdK4D,10004-75-07-GL-VY-IAY-IAG-0772,Cattle manure - 0.6% N,,,,,,,,,,6400.0,kg / ha,product,Broadcast,,MAI NGUYEN,Vietnam,Nescafe,2024-07-20 00:30:17,2024-10-22 15:55:55,1.0,MAI NGUYEN,2024-11-29 06:31:39,235
1502,1470002575949825966,1470002575941029677,dqidqBclMJD,GL-LT-IAY-IAG-5233,Compose your own NPK,0.0,17.0,0.0,17.0,8.0,p2o5,17.0,K2O,42.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,MAI NGUYEN,Vietnam,Nescafe,2024-07-20 06:30:34,2024-10-18 04:19:20,1.0,MAI NGUYEN,2024-11-29 06:19:16,303
1503,1470002575949825510,1470002575941029677,qyznmPlp3xA,GL-LT-IAY-IAG-5233,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,300.0,kg / ha,product,Apply in solution,SE Asia 2014,MAI NGUYEN,Vietnam,Nescafe,2024-07-20 06:30:15,2024-10-18 04:19:03,1.0,MAI NGUYEN,2024-11-29 06:19:16,303
1504,1469986569859943454,1469986569859940758,HDF0S1yHOM1,GL-TH-IAY-IAG- 4130,Urea - 46% N,,,,,,,,,,100.0,kg / ha,product,Apply in solution,SE Asia 2014,MINH ANH LE,Vietnam,Nescafe,2024-06-20 14:21:13,2024-06-20 14:21:13,,MINH ANH LE,2024-06-20 14:21:13,99
1505,1470002575954388741,1470002575948054376,Y6NUXC2lUh4,10004-75-07-GL-T1-IAH-IAG-1854,Compose your own NPK,0.0,17.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-24 06:19:25,2024-11-26 07:40:50,1.0,TOAN LE,2024-11-29 06:17:44,55
1506,1470002575954388510,1470002575948054376,uZvMomh8FPs,10004-75-07-GL-T1-IAH-IAG-1854,Compose your own NPK,0.0,15.0,0.0,15.0,15.0,p2o5,15.0,K2O,45.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-24 06:19:16,2024-11-26 07:40:42,1.0,TOAN LE,2024-11-29 06:17:44,55
1507,1470002575953108220,1470002575943185994,b3eFMbK7YQO,GL2-T6- IATO-IAG-1751,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,700.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-23 12:34:18,2024-10-22 11:43:13,1.0,TOAN LE,2024-11-29 06:32:04,22
1508,1470002575953107980,1470002575943185994,fKBBhY8Hpxd,GL2-T6- IATO-IAG-1751,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,700.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-23 12:34:18,2024-10-22 11:43:22,1.0,TOAN LE,2024-11-29 06:32:04,22
1509,1470002575953107566,1470002575943185994,QNmzntMYmon,GL2-T6- IATO-IAG-1751,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,p2o5,10.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-23 12:34:17,2024-10-22 11:42:39,1.0,TOAN LE,2024-11-29 06:32:04,22
1510,1470002575953107099,1470002575943185994,Y6w3pMQNaoV,GL2-T6- IATO-IAG-1751,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,p2o5,10.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-23 12:34:17,2024-10-22 11:42:48,1.0,TOAN LE,2024-11-29 06:32:04,22
1511,1470002575953106867,1470002575943185994,mXXCgySA7l4,GL2-T6- IATO-IAG-1751,Compose your own NPK,0.0,20.0,0.0,20.0,10.0,p2o5,10.0,K2O,40.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-23 12:34:17,2024-10-22 11:42:56,1.0,TOAN LE,2024-11-29 06:32:04,22
1512,1470002575953106398,1470002575943185994,Ccu0Rjk1OYR,GL2-T6- IATO-IAG-1751,Cattle manure - 0.6% N,,,,,,,,,,14000.0,kg / ha,product,Apply in solution,,TOAN LE,Vietnam,Nescafe,2024-07-23 12:34:16,2024-10-22 11:42:22,1.0,TOAN LE,2024-11-29 06:32:04,22
1513,1470002575954828542,1470002575948029189,oPVOmXj0tG5,GL-PG-IABA-IAG-140,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-24 14:23:01,2024-10-18 03:50:57,2.0,TOAN LE,2024-11-29 06:19:04,271
1514,1470002575954828082,1470002575948029189,C82HgkP8k7A,GL-PG-IABA-IAG-140,Urea - 46% N,,,,,,,,,,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-24 14:22:44,2024-10-18 03:50:56,2.0,TOAN LE,2024-11-29 06:19:04,271
1515,1470002575947887673,1470002575941060465,d5jVVuZBluP,10004-75-07-GL-KT-IAH-IAG-0369,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,477.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-19 06:07:20,2024-10-22 12:20:25,1.0,TOAN LE,2024-11-29 06:32:33,147
1516,1470002575943827610,1470002575943825632,oqcHyRdBC40,10004-75-07-GL-TH1-IAH-IAG-0498,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,6.0,K2O,31.0,700.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-16 16:17:27,2024-11-13 12:03:51,1.0,TOAN LE,2024-11-29 06:27:30,276
1517,1470002575943826456,1470002575943825632,GwHCBikyszz,10004-75-07-GL-TH1-IAH-IAG-0498,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,700.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-16 16:17:02,2024-11-13 12:03:50,1.0,TOAN LE,2024-11-29 06:27:30,276
1518,1470002575943826082,1470002575943825632,iSWiaA3dgpC,10004-75-07-GL-TH1-IAH-IAG-0498,Poultry layer digestate - 1.9% N,,,,,,,,,,14285.0,kg / ha,product,Apply in solution,,TOAN LE,Vietnam,Nescafe,2024-07-16 16:16:47,2024-11-13 12:03:49,1.0,TOAN LE,2024-11-29 06:27:30,276
1519,1470002575954340174,1470002575948046309,m6JgZepqfG5,10004-75-07-GL-TH1-IAH-IAG-0503,Compose your own NPK,0.0,17.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,214.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-24 05:34:47,2024-11-11 10:24:25,1.0,TOAN LE,2024-11-29 06:13:34,277
1520,1470002575954339570,1470002575948046309,uPHRGrD9f7N,10004-75-07-GL-TH1-IAH-IAG-0503,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,214.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-24 05:34:23,2024-11-11 10:24:10,1.0,TOAN LE,2024-11-29 06:13:34,277
1521,1470002575954339051,1470002575948046309,p8UycM80dX2,10004-75-07-GL-TH1-IAH-IAG-0503,Cattle digestate - 0.6% N,,,,,,,,,,7142.0,kg / ha,product,Apply in solution,,TOAN LE,Vietnam,Nescafe,2024-07-24 05:34:15,2024-11-11 10:24:01,1.0,TOAN LE,2024-11-29 06:13:34,277
1522,1470002575948472210,1470002575941523615,Xlmf7epmFGe,GL2-VM-IABah-IAG-1738,Compose your own NPK,0.0,17.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,600.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-19 10:01:09,2024-10-21 10:55:21,1.0,TOAN LE,2024-11-29 06:16:02,148
1523,1470002575948471754,1470002575941523615,KvDQ3NBiuJR,GL2-VM-IABah-IAG-1738,Compose your own NPK,0.0,15.0,0.0,15.0,15.0,p2o5,15.0,K2O,45.0,533.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-19 10:01:09,2024-10-21 10:55:20,1.0,TOAN LE,2024-11-29 06:16:02,148
1524,1470002575948471526,1470002575941523615,kZA6Hhznf2H,GL2-VM-IABah-IAG-1738,Compose your own NPK,0.0,22.0,0.0,22.0,5.0,p2o5,5.0,K2O,32.0,466.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-19 10:01:09,2024-10-21 10:55:22,1.0,TOAN LE,2024-11-29 06:16:02,148
1525,1470002575948471298,1470002575941523615,nixMIWb7W1v,GL2-VM-IABah-IAG-1738,Cattle manure - 0.6% N,,,,,,,,,,9333.0,kg / ha,product,Apply in solution,,TOAN LE,Vietnam,Nescafe,2024-07-19 10:01:08,2024-10-21 10:55:19,1.0,TOAN LE,2024-11-29 06:16:02,148
1526,1470002575941190695,1470002575941189789,LNVsC17wBY1,GL-T1-IAH-IAG-5006,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-13 14:34:12,2024-07-13 14:34:12,,TOAN LE,2024-11-29 06:13:47,307
1527,1470002575941190466,1470002575941189789,LNBrNCyqMqb,GL-T1-IAH-IAG-5006,Compose your own NPK,0.0,15.0,0.0,15.0,15.0,p2o5,15.0,K2O,45.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-13 14:34:11,2024-07-13 14:34:11,,TOAN LE,2024-11-29 06:13:47,307
1528,1470002575941133397,1470002575941038800,aiA0jppznxy,GL-T1-IAH-IAG-5027,Compose your own NPK,0.0,16.0,0.0,16.0,17.0,p2o5,17.0,K2O,50.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-13 13:17:17,2024-10-18 09:55:15,1.0,TOAN LE,2024-11-29 06:28:08,326
1529,1470002575941133169,1470002575941038800,fxq8EtFluVZ,GL-T1-IAH-IAG-5027,Compose your own NPK,0.0,20.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-13 13:17:08,2024-10-18 09:55:12,1.0,TOAN LE,2024-11-29 06:28:08,326
1530,1470002575941132941,1470002575941038800,azBNhOu5YAL,GL-T1-IAH-IAG-5027,Compose your own NPK,0.0,16.0,0.0,16.0,8.0,p2o5,8.0,K2O,40.0,400.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-13 13:17:00,2024-10-18 09:55:09,1.0,TOAN LE,2024-11-29 06:28:08,326
1531,1470002575949004052,1470002575948018056,sIV6UUCeYu8,GL-NY-IAB-IAG-8523,Ammonium sulphate - 21% N,,,,,,,,,,333.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-19 15:28:16,2024-10-21 11:17:35,1.0,TOAN LE,2024-11-29 06:28:33,232
1532,1470002575949004430,1470002575948018056,vlEOe3S3Uvk,GL-NY-IAB-IAG-8523,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,13.0,K2O,45.0,500.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-19 15:28:17,2024-10-21 11:18:00,1.0,TOAN LE,2024-11-29 06:28:33,232
1533,1470002575953297975,1470002575948018056,W4revCrSCdY,GL-NY-IAB-IAG-8523,Compose your own NPK,0.0,0.0,0.0,0.0,17.0,p2o5,0.0,K2O,17.0,833.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-23 14:17:17,2024-10-21 11:18:54,1.0,TOAN LE,2024-11-29 06:28:33,232
1534,1470002575950110501,1470002575949596141,y0k1FdkCef4,GL-HB-IAY-IAG-8435,Compose your own NPK,0.0,16.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,350.0,kg / ha,product,Apply in solution,SE Asia 2014,TOAN LE,Vietnam,Nescafe,2024-07-20 15:31:29,2024-07-20 15:31:29,,TOAN LE,2024-11-29 06:13:38,109
1535,1470002575950110045,1470002575949596141,oyTQgqiw58U,GL-HB-IAY-IAG-8435,Compost (non-fully aerated production) - 1% N,,,,,,,,,,12000.0,kg / ha,product,Apply in solution,World,TOAN LE,Vietnam,Nescafe,2024-07-20 15:31:26,2024-07-20 15:31:26,,TOAN LE,2024-11-29 06:13:38,109
1536,1470002575941163177,1470002575940201645,ydL4UM1meUf,L-10004-75-10-0617-4228,Cattle manure - 0.6% N,,,,,,,,,,1670.0,kg / ha,product,Apply in solution,,QUYNH TRAN,Vietnam,Nescafe,2024-07-13 14:07:30,2024-10-18 08:22:53,1.0,QUYNH TRAN,2024-11-29 06:20:02,78
1537,1470157558594395310,1470157558591900835,sVAtxyQSn4N,CA0124119,Compose your own NPK,25.0,0.0,0.0,25.0,5.0,p2o5,19.0,K2O,49.0,400.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:05,2024-12-03 04:41:40,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
1538,1470157558594394620,1470157558591900835,OZaeI5pcact,CA0124119,Broiler/Turkey litter - 3% N,,,,,,,,,,3000.0,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:04,2024-12-03 04:41:37,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
1539,1470157558594394020,1470157558591900835,KoEWcMhkF8I,CA0124119,Compose your own NPK,20.0,0.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,200.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:08:02,2024-12-03 04:41:33,0.2,QUYNH TRAN,2025-01-09 08:40:30,323
1540,1470157558594338735,1470157558592047230,eIwPJNOEDV8,CA0122015,Poultry layer digestate - 1.9% N,,,,,,,,,,1363.6,kg / ha,product,Broadcast,,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 21:39:46,2024-11-21 21:39:46,,QUYNH TRAN,2025-01-09 08:38:59,102
1541,1470157558594338585,1470157558592047230,v7zoFE34po1,CA0122015,Compose your own NPK,18.0,0.0,0.0,18.0,8.0,p2o5,18.0,K2O,44.0,545.45,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 21:39:45,2024-11-21 21:39:45,,QUYNH TRAN,2025-01-09 08:38:59,102
1542,1470157558594338254,1470157558592047230,ThH6kRnMTI4,CA0122015,Compose your own NPK,17.0,0.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,546.45,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 21:39:45,2024-11-21 21:39:45,,QUYNH TRAN,2025-01-09 08:38:59,102
1543,1470157558594430644,1470157558591961240,fl4nZXgF4Qw,CA0122035,Compose your own NPK,15.0,0.0,0.0,15.0,5.0,p2o5,20.0,K2O,40.0,468.75,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-21 22:30:20,2024-11-21 22:30:20,,QUYNH TRAN,2025-01-09 08:38:33,221
1544,1470157558590886606,1470157558590499083,WQ7tE6B6DUF,CA0422131,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,1010.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 15:09:21,2024-12-02 11:17:05,0.2,QUYNH TRAN,2025-01-09 08:37:59,103
1545,1470157558590886208,1470157558590499083,wyEX0O2IQ9W,CA0422131,Compose your own NPK,20.0,0.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,1010.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 15:09:06,2024-12-02 11:17:02,0.2,QUYNH TRAN,2025-01-09 08:37:59,103
1546,1470157558590833081,1470157558590832615,ijNlOK6eszo,CA1023111,Ammonium sulphate - 21% N,,,,,,,,,,125.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:11:18,2024-12-03 06:03:41,0.1,QUYNH TRAN,2025-01-09 08:39:08,261
1547,1470157558590833311,1470157558590832615,aR2DXle7JDi,CA1023111,Compose your own NPK,20.0,0.0,0.0,20.0,10.0,p2o5,10.0,K2O,40.0,625.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:11:18,2024-12-03 06:03:34,0.1,QUYNH TRAN,2025-01-09 08:39:08,261
1548,1470157558590833541,1470157558590832615,zmA9bIW4lVP,CA1023111,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,625.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:11:18,2024-12-03 06:03:50,0.1,QUYNH TRAN,2025-01-09 08:39:08,261
1549,1470157558590833771,1470157558590832615,gwbS11IRF0E,CA1023111,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,625.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-19 14:11:19,2024-12-03 06:03:58,0.1,QUYNH TRAN,2025-01-09 08:39:08,261
1550,1470157558589473171,1470157558588969665,EYwev3NNlc4,DL0222084,Compose your own NPK,20.0,0.0,0.0,20.0,5.0,p2o5,5.0,K2O,30.0,278.0,kg / ha,product,Apply in solution,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 14:05:40,2024-12-06 04:42:07,1.0,QUYNH TRAN,2025-01-09 08:38:50,281
1551,1470157558589473401,1470157558588969665,OGUT4a5zrGX,DL0222084,Compose your own NPK,16.0,0.0,0.0,16.0,16.0,p2o5,8.0,K2O,40.0,556.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 14:05:41,2024-12-06 04:42:07,1.0,QUYNH TRAN,2025-01-09 08:38:50,281
1552,1470157558589473631,1470157558588969665,vAXa8dOHP9Y,DL0222084,Compose your own NPK,17.0,0.0,0.0,17.0,7.0,p2o5,17.0,K2O,41.0,778.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 14:05:41,2024-12-06 04:42:08,1.0,QUYNH TRAN,2025-01-09 08:38:50,281
1553,1470157558589473861,1470157558588969665,GZsGmeYs6MD,DL0222084,Compose your own NPK,17.0,0.0,0.0,17.0,7.0,p2o5,19.0,K2O,43.0,778.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 14:05:42,2024-12-06 04:42:08,1.0,QUYNH TRAN,2025-01-09 08:38:50,281
1554,1470157558589474017,1470157558588969665,ermXr5HUOWo,DL0222084,Compose your own NPK,0.0,0.0,0.0,0.0,15.0,p2o5,0.0,K2O,15.0,139.0,kg / ha,product,Broadcast,SE Asia 2014,QUYNH TRAN,Vietnam,Nescafe,2024-11-18 14:05:42,2024-12-03 02:52:27,1.0,QUYNH TRAN,2025-01-09 08:38:50,281
